PIDENT peak1 peak2 peak3 cen1 cen2 cen3 size1 size2 size3 sum peak volume Glon Glat Sigma_max Sigma_min Angle
11 49.00000000000193 97.99999999999896 45.0 48.99999973876254 98.00000013064879 44.72344644273295 2.8267673872794705 3.143447561763155 3.178870270524703 3068.8474425748022 7.814834772747182 11092.610544902895 49.2495043093281 98.24999244100697 3.6426444 2.1454812 218.7138
12 69.99999999999804 101.99999999999898 66.00000000000001 70.00000033170122 102.00000033243523 66.08373308439408 2.389698150178717 3.5997552199407226 3.0131971380271434 3012.567487878137 7.570794431823142 11230.138403652352 70.24945982868763 102.2500007283267 3.6762504 2.2702752 345.0605
13 54.00000000000131 31.99999999999897 95.0 54.00000011087238 31.999999880542106 94.9206704868145 2.048974907195111 3.914650073875366 3.394150121339091 2523.285914014671 5.8824339057923485 11708.109454509475 54.250280271867 32.24999594396738 3.9161411999999998 2.0461632 358.1707
14 81.00000000000054 109.99999999999898 89.0 80.99999959860641 110.00000032066237 89.29463902224933 3.615539817391787 2.367746813499977 3.933438216704215 1354.9969901617876 2.7109459536284684 12179.905310555383 81.25020163516874 110.24999644105971 3.7651536 2.1218616 250.2669
15 50.99999999999926 59.999999999999005 78.00000000000001 50.99999989584538 60.00000003126425 78.4751663099104 2.4146347828570387 3.5475464894188127 4.59290758242204 2747.5846565756733 4.388762108938341 16350.72894425246 51.24991803139187 60.24999331316209 3.5518692 2.4082812000000002 183.8595
16 77.00000000000048 92.99999999999898 75.00000000000001 76.99999993271904 93.00000014829303 75.22653152374164 3.735359729077602 2.498216629341863 3.951705433292486 4399.368121836584 7.96398573315227 15666.201990048356 77.25013239465676 93.24999903644014 3.8757875999999998 2.2742988 250.7789
17 68.00000000000016 100.99999999999896 74.00000000000001 68.00000002304748 100.99999998630996 74.34636638217255 2.7324849399117874 3.4640700743902695 3.6666959817150184 2778.5957722198464 5.396844255921465 13826.388416671738 68.25025915983942 101.24999806288164 3.7130676 2.3831916 208.0132
18 71.00000000000021 40.999999999999005 52.99999999999999 70.99999978774817 40.99999970515126 53.19550547264607 3.117612683522645 3.28950611541688 4.087063303928737 2597.264231820162 4.428864347248124 15383.746408263922 71.24940632313076 41.24999749893972 3.8879159999999997 2.3290464 318.2735
19 86.0000000000034 36.999999999999 30.999999999999993 86.00000002327407 36.99999995396819 31.029331341101965 2.1806714372439715 3.7009009308870735 3.263490415426967 3321.1698436017027 8.154749913112779 11637.42008233072 86.25002085083716 37.24999748054611 3.7416912 2.1099455999999996 190.2802
20 68.00000000000074 82.999999999999 100.0 67.99999967354296 83.00000004201729 99.87744905690158 2.4778610959273917 3.556798264190786 3.2205213561117803 3254.019972527131 7.372186371112883 12419.13729335302 68.24999490666619 83.24999770487776 3.605298 2.4067692 347.3304
21 22.999999999997982 89.99999999999898 18.999999999999996 23.00000018909094 89.99999968737121 19.336330910910732 2.791924992278183 3.5008305366691066 3.9146997700057233 3570.015425242811 6.3637562809339885 15424.01868395963 23.250485936627257 90.25000095710654 3.7914648 2.3823312 209.5928
22 72.00000000000107 43.99999999999897 66.00000000000001 71.99999999910644 44.000000132467854 65.9298100394175 2.7163111259150963 3.8102319023741087 4.283272117190245 2929.691177741895 4.432050909905788 17346.134385226986 72.24963651441963 44.24999353444273 3.9915504000000004 2.4420852 202.1417
23 63.000000000002856 52.999999999998984 83.0 63.00000019700674 53.00000007878854 82.73397109264997 3.6130858608707355 2.101559089002774 4.622328003369752 3975.8102387596105 7.174571661174156 15466.63819129276 63.25042377131689 53.2500019487014 3.6192828 2.090868 274.1227
24 82.00000000000155 82.99999999999895 97.0 82.00000019064902 82.99999978195476 96.93345607800312 3.6455551743118457 2.302842176949976 4.973396867102705 1828.4708083092269 2.7648105085201538 16245.240179856 82.24940257138542 83.24999914531183 3.651996 2.2926732 265.6471
25 55.00000000000007 99.99999999999898 61.99999999999999 54.99999932412149 100.00000007108997 62.33647557234849 2.7701950350592934 3.6092136367271292 3.3077860462272737 1664.277726485666 3.4140990675136114 12286.581896866162 55.250586545328034 100.25000148432572 3.8649816 2.4004955999999997 207.1713
26 100.00000000000013 97.99999999999896 43.99999999999999 99.99999999435049 98.00000000974183 44.48952867271207 2.1246835430596787 3.588111127975238 3.7003549947622525 3692.83946199597 8.233389760976817 12684.24567888486 100.25043270077352 98.24999541770944 3.5956404 2.1119172 184.593
27 84.00000000000026 39.99999999999898 26.0 84.00000001288878 39.99999976994636 26.183445671142007 2.7869271862373295 3.0746104222106765 3.435806087799756 3651.753740708488 8.763305349212786 11988.26689904998 84.25014006617819 40.25000207010031 3.5311128000000003 2.1798636 218.701
28 36.00000000000213 28.999999999998984 77.00000000000001 36.000000038578094 29.000000239419478 77.2797161859775 2.3425038544953893 3.3975425913249278 4.806230691257869 4995.518308961507 8.849613863033694 16224.658671938641 36.25018157355848 29.250003368577218 3.5641847999999996 2.080224 338.1668
29 94.0000000000011 25.999999999998977 84.00000000000001 93.99999994996115 25.999999999838593 83.56195110111814 3.855425934731204 2.6018954100171046 3.51942832543463 5184.244703158638 9.614123848395684 15643.577445761035 94.24993759374945 26.250003245767644 3.9685403999999997 2.4258948 287.4369
30 49.99999999999983 30.999999999998984 75.00000000000001 50.00000002069453 31.000000080090402 75.08805795292287 2.3435361780576676 3.473501469604984 4.847573495863545 2291.5940986501196 3.6933450341445395 15834.03207988389 50.2503264869662 31.24999627568222 3.4975344 2.3075411999999997 351.0568
31 73.00000000000216 49.999999999999 86.0 72.99999987432906 49.999999871815916 85.80018557946013 3.5917156223388043 2.415803507092162 4.556116049403119 3498.4310883128965 5.603668659728681 16924.659536658415 73.2504706920963 50.25000341124291 3.60378 2.3977884 263.727
32 103.9999999999981 53.999999999998984 64.0 104.00000003258447 54.00000013666463 63.8317604832782 2.7188452301243498 3.603912095001102 4.9506371820572435 6399.337709519798 9.107682989152817 20287.3340271894 104.25040508627112 54.25000321033458 3.8790264000000003 2.3094612 332.5973
33 89.00000000000043 101.99999999999898 39.00000000000001 89.00000000342084 102.00000000584534 39.47838983823293 2.0890976809861965 3.643152775745028 3.414638631305757 2498.3674856344105 6.029730436734175 11210.205605679954 89.24942565175647 102.24999801221851 3.6431592 2.0890524 359.7558
34 47.00000000000287 62.99999999999899 98.0 46.99999997914861 63.00000004528021 97.97200760001544 3.4753416313024372 2.991866417651585 3.2680864541683317 3202.703854393216 6.887564073584057 12984.133578137182 47.249990258762466 63.25000066340728 3.9769547999999997 2.2832832 233.5899
35 103.99999999999788 16.999999999999005 88.0 103.99999963327267 16.999999960242448 87.65058097173205 3.2579188324272463 2.398605125035003 3.434529805441302 2620.3414540414697 6.813676664541912 10668.425854368485 104.24979871272893 17.24999490394562 3.510678 2.0106504 242.9781
36 91.0000000000025 62.99999999999896 61.00000000000001 90.9999999608263 62.99999989235635 60.80331124029973 2.8044914730940276 3.151788513432125 4.770846025186475 5815.394499019151 9.668398266663251 17533.76282119456 91.25014688345382 63.249999749930296 3.587766 2.219748 217.4645
37 41.99999999999622 34.999999999998984 29.0 42.00000039178417 34.99999996738859 29.176074976442077 3.8162404628113467 2.2409595737067445 4.685433621540941 4588.4495239895405 7.713734395382306 16834.704342214074 42.24955802641111 35.25000472533004 3.9263856 2.04198 285.9942
38 50.00000000000463 18.999999999998977 95.0 50.00000041546579 18.999999903260488 94.817215280957 3.0487693049825366 3.419072736866142 3.4382803563836415 3299.640356517669 6.470086741379469 14068.812046710394 50.24973953735602 19.249996050033715 3.9014028000000005 2.4009612 217.6808
39 93.00000000000088 18.99999999999899 64.0 93.0000000227305 18.999999759808944 64.16959373652321 3.6463314092685764 2.377587381857403 4.789476595135127 2783.103695828023 4.405634726804211 16530.38077526336 93.25033060249258 19.25000517879556 3.7444212 2.2199472 286.4083
40 38.99999999999869 29.999999999998977 77.00000000000001 39.0000002981879 30.000000070715956 76.6643696442062 3.549692822054875 2.4594214349089825 3.224812124352072 1586.1623230706177 3.5447061790281706 11337.343807100387 39.25054724790252 30.24999723266157 3.55959 2.4450852 275.8985
