PIDENT peak1 peak2 peak3 cen1 cen2 cen3 size1 size2 size3 sum peak volume Glon Glat Sigma_max Sigma_min Angle
1 62.99999999999717 105.99999999999896 71.00000000000001 62.999999967830774 105.99999999945878 71.07276951701296 3.901355699779029 2.384270916863902 4.275304263350246 5231.117204554938 8.495571251253875 17673.39592206252 63.25030594481369 106.24999530689747 3.9453384000000002 2.3108184 280.5961
2 43.000000000001165 52.99999999999897 40.000000000000014 43.00000019039038 53.00000000459791 40.28418319574902 2.1565787767074545 3.7468456856514725 3.925914437285606 2747.1428930434317 5.468234825507626 13541.156846989552 43.250298899731746 53.249993971282905 3.7517904 2.1479532 356.4233
3 57.00000000000145 60.99999999999898 24.999999999999993 56.99999933310622 60.99999955045469 24.71485457718772 2.663627484521976 3.607072778285564 4.533784843067452 1334.4405842848087 2.124122607271286 14785.03110986271 57.24999113546512 61.249993522232174 3.8828051999999995 2.2427604 333.0524
4 70.99999999999883 67.99999999999898 60.00000000000002 71.00000000360987 67.9999999957056 59.50124358723378 2.40611675634356 3.527676137884005 4.423192259677622 2062.75627960577 3.4463485143631467 15019.298493349434 71.25024787911947 68.24999791247582 3.532554 2.3989584 184.1142
5 91.00000000000027 33.99999999999898 46.00000000000001 90.99999981252076 33.99999988947463 45.75999482511144 2.7175012635210294 3.3638624744620174 3.789180034192101 4587.749388341711 9.20720144339986 14376.054929788927 91.24999165461344 34.24999535311253 3.6901428000000003 2.254626 328.7219
6 41.999999999997755 35.999999999998984 92.0 41.999999910760636 36.00000030466692 92.2566684670402 3.5265226962409746 2.8274707899485967 4.37508514427053 2949.4549190504 4.588965837897434 16931.395208353286 42.24982217278949 36.2500006904459 3.8120592 2.4288216 240.4992
7 61.00000000000051 33.999999999999005 45.0 61.00000003594275 33.99999985560431 45.30809856595734 2.706801002508846 3.278602975635709 4.685463736089104 4883.612892843487 8.6099829074409 16252.665774910742 61.25051973217205 34.250001568797764 3.7265568 2.0467104 325.3442
8 77.00000000000266 23.99999999999899 33.00000000000001 76.99999991458617 23.999999912632717 32.822431980370155 3.9835325817994365 2.341769652985249 3.2705888154813425 3654.6326089890513 7.5809508902116685 13590.55041887188 77.24970297513406 24.249997775239734 3.989046 2.3323608 266.2956
9 76.99999999999763 65.99999999999896 67.99999999999999 76.9999999732079 65.9999998264106 67.79730885949165 3.5680795541424755 2.833709610591757 4.600231201085841 3117.541836928139 4.595379074303987 17889.590856616556 77.24959888561813 66.24999861509013 3.8729124 2.4003576 240.3075
10 60.000000000000725 103.99999999999898 88.0 60.00000015718672 103.99999994481728 88.33969897127874 3.6771299985161474 2.3777118504907935 4.9957869954333916 4722.338227235957 7.175726578209774 18424.872494097333 60.25019009730556 104.25000040894696 3.7870307999999997 2.1985068 287.0926
11 54.00000000000048 66.99999999999896 52.00000000000001 53.99999993664521 67.0000004876582 52.05108603210881 2.2488920137676427 3.4852653977276833 3.504031560850333 1174.8044925347413 2.7209507077272064 10556.359028477173 54.25032596947398 67.2500009518986 3.4981128 2.2289028 186.3866
12 54.99999999999805 75.99999999999896 37.000000000000014 55.00000003682456 76.00000027732355 37.343494030755856 3.036507532562077 2.9273519313509926 3.9574382269220028 3488.5328043507043 6.755955607370458 14322.696262041076 55.24964033396944 76.25000102304627 3.5073348 2.3427384 227.7552
13 79.00000000000101 34.99999999999898 20.000000000000004 79.00000004502098 35.00000008228686 19.911181289838716 3.8310576214487417 2.4246675316000705 3.7843638959062975 1407.6046866230433 2.5243474679679068 13455.206210912032 79.2499166440047 35.2499947380392 3.8343311999999994 2.4195396 266.9713
14 34.999999999999744 25.999999999999005 32.0 34.99999973698269 25.999999585913656 32.19402804051979 2.1921723434612113 3.767201937417267 3.445265575739272 3876.4724425453605 8.628327268651255 12908.916268758932 35.24971722862381 26.25000387980019 3.7752024 2.1783684 355.4459
15 64.00000000000047 59.99999999999896 46.00000000000001 64.00000029501986 59.99999976247109 45.684935420460974 3.496594424204311 2.602785289836041 4.590428372276289 3350.2245186082223 5.228185024909304 17183.912498734346 64.25036591539524 60.250002921939746 3.6166199999999997 2.4332676 290.2139
16 37.00000000000068 73.99999999999899 69.00000000000001 36.99999955648417 74.00000024186542 68.60778077867234 2.4133866526046504 3.4822690168906387 3.9305833399456507 2383.172268385463 4.639840804419457 13499.463471349565 37.2501285501838 74.2499944735735 3.5417004 2.325324 194.0102
17 17.000000000000767 63.99999999999898 32.0 16.9999998111756 63.99999958502492 31.84362115853132 2.344234948764798 3.4488778237805473 3.5765681808597543 1483.5045824099511 3.3171827983444624 11249.002222390138 17.25008523604032 64.24999601982361 3.5166828 2.2412904 194.706
18 35.00000000000293 60.99999999999896 49.99999999999999 35.00000016465961 60.99999987256952 50.14437072663962 3.430431356016643 2.233239560709319 3.4472136474360755 1849.3247955452573 4.62529034627091 10558.316115936042 35.24982869380983 61.24999719615471 3.5230488 2.084106 253.6065
19 34.999999999998664 51.999999999998984 52.99999999999999 35.00000037842469 51.999999891185006 53.435977027992735 3.168371456646096 3.043254631321426 3.26726675844284 1480.2199100544537 3.516077204920331 10631.000400970644 35.24973139898944 52.24999687669809 3.8662140000000003 2.0862504 227.1192
20 21.99999999999946 58.999999999999005 54.0 21.99999999110426 59.00000022838177 53.73139276200198 2.3926541057045134 3.7383624110478477 3.5827872563895173 3712.4091561070613 8.14027924541876 12983.103988000334 22.250000777741405 59.24999296290669 3.9415008 2.0408292 338.2775
21 103.00000000000065 65.999999999999 64.0 102.99999994868394 66.000000196738 64.34294122015194 2.9103946731715724 3.538887800365577 4.932685685112572 5368.958447414955 7.487260208737395 20167.897524773874 103.25019711779666 66.24999443992854 3.9494484 2.3229816 326.7132
22 58.99999999999595 28.999999999998984 26.999999999999986 59.00000015424638 29.00000005356059 27.12416278497746 3.540007687408441 2.556289759403555 4.685797446904004 4359.404685994895 6.726934919663831 17982.662227767854 59.250116007307085 29.25000126094809 3.6489108000000003 2.3982936 251.2465
23 92.00000000000061 102.99999999999898 75.00000000000001 92.00000001805007 103.00000005472036 74.56295781592965 3.4702598520848853 2.571831406923 4.850069001857751 3725.7295340628866 6.059891912824475 16784.408488416288 92.25047332202486 103.24999435072426 3.7652400000000004 2.1166236 242.031
24 67.00000000000007 81.99999999999899 26.0 67.00000018796688 82.00000013255462 26.136279640184025 3.049285996787615 3.1354671933445606 3.6577536536845754 2689.0243416884477 5.2428271343008905 13755.629732964635 67.25024918986236 82.25000123776584 3.6277368 2.4431268000000004 222.8873
25 21.000000000001194 92.99999999999895 24.999999999999993 21.000000046310163 93.00000000048668 24.940959469521367 3.4218605432599074 2.524705393898173 4.867883760094849 2600.225230223716 4.422354721213616 15455.910710687998 21.249966774813828 93.24999370701138 3.7233852 2.0542188 298.2238
26 24.999999999998806 33.99999999999898 79.0 24.999999720838474 34.00000022611796 78.66998241583886 3.051563478140181 2.9715209781350636 3.4407757859354193 1402.6702894870111 3.1002749834888768 11222.790611899143 25.249712672881884 34.249997885325975 3.5778288 2.311116 313.1628
27 60.000000000002956 91.99999999999899 76.0 60.000000213288516 91.99999995328477 75.87548023467978 3.845918011430057 2.038319153442585 4.484191443567301 3590.6174183053704 6.486935263793505 15333.324337767444 60.249831109775855 92.25000017435987 3.8548451999999997 2.021448 274.5878
28 78.00000000000047 88.99999999999898 18.999999999999996 78.00000028929445 88.99999990221879 19.274418196010927 2.2643035596733045 3.399302759173749 3.0705457680154766 2831.881090479129 8.130222615542873 9895.649822544221 78.25005990721144 89.24999839622612 3.5515044 2.0172660000000002 200.6123
29 33.000000000000824 39.99999999999898 77.00000000000001 32.99999995739486 39.99999995935226 76.95575736941265 2.624710295614789 3.1494887705923826 3.6133739232546147 1178.969248845888 2.7646242494615816 10442.518960414993 33.249579736655846 40.250003176520444 3.5108976 2.1170999999999998 326.377
30 96.00000000000003 80.99999999999898 102.99999999999999 96.00000002482084 80.99999997417693 102.5063095684099 3.8283177026854944 2.519495732448463 3.4822893489127056 1709.0774006443273 3.256960566453275 13090.868006937826 96.24968730613719 81.24999752012592 3.8904192 2.4225168 283.1547
31 106.00000000000034 68.99999999999898 67.99999999999999 106.000000035603 69.0000000165474 67.51271058184685 2.666170528249196 3.354947102616789 4.042201937121879 2633.8404646485287 4.750075597643369 14624.63775628578 106.25050845502416 69.25000292399145 3.5154912 2.4506088 335.3835
32 49.99999999999861 56.99999999999898 43.99999999999999 49.99999976640038 57.000000090650765 43.613456474293805 2.7677999890914453 3.316152201778548 4.283123207795291 2181.45815979704 3.9190795604325723 14290.663096896375 50.249598344545745 57.25000126237943 3.7220688 2.1918048 325.8296
33 105.9999999999991 82.99999999999896 55.99999999999999 106.00000019753831 83.00000006027227 55.644874422814446 2.939561497648713 3.2931367439927275 4.910357117081717 4943.283587694333 8.052449840505115 17438.218860494304 106.25010100073499 83.24999512375751 3.9324960000000004 2.0054328000000003 320.5589
34 85.9999999999987 31.999999999998998 43.00000000000001 86.00000011160006 32.000000045571106 43.326136498527084 2.1901805316004004 3.502980190485883 4.889206755227312 3068.167086917896 5.271959899801631 15618.785441271379 86.25031893750092 32.24999334543267 3.552126 2.109582 348.1215
35 68.99999999999778 103.99999999999898 43.99999999999999 68.99999947061073 103.99999903744579 43.675911268228525 3.6448645924448195 2.5972607819002578 3.677741376219123 1318.2622086083468 2.611956138032603 12245.708245539414 69.2503923570042 104.2500003879027 3.8846352 2.2227552000000004 294.9561
36 20.99999999999696 44.999999999998984 29.0 20.999999869397385 45.0000002832557 29.31839705566012 3.897969735850059 2.52077609680381 4.565406177741056 1673.9063763783527 2.3704833848687916 16903.652670289473 21.24976821826658 45.25000354762382 3.9262368 2.476596 278.891
37 100.00000000000003 87.999999999999 24.999999999999993 99.9999997721466 87.99999983234069 24.89013205955763 2.89978129567218 3.393090206607296 4.864585779614157 2574.9978026006584 3.7860129239747815 17486.06777669253 100.25009517295229 88.24999935141462 3.8163503999999997 2.3145984 215.1568
38 18.99999999999841 85.99999999999899 63.00000000000002 19.000000208206785 86.00000078922832 63.28245910099116 3.0475240829776675 2.8666582403638747 3.545269703656869 1546.8429916567875 3.4149497804074618 11397.585480492744 19.24999076916336 86.2499974402714 3.4960212000000004 2.298492 310.5839
39 86.00000000000372 95.99999999999896 61.99999999999999 85.9999996450846 96.00000003427952 61.8177459086065 3.8770619094464505 2.331758939173389 3.7040907299039634 5195.698976145107 9.821306149454642 15445.940868489388 86.24986430901785 96.25000246874012 3.881286 2.3247144 273.3511
40 73.99999999999842 61.999999999998956 72.00000000000001 73.99999989489498 62.0000000960456 71.58277133309308 3.634519000092847 2.395244083689392 4.613175322348023 4039.817099657433 6.417250755596867 17321.469568149158 74.25010146710788 62.25000355858988 3.671952 2.3375184 280.6494
