PIDENT peak1 peak2 peak3 cen1 cen2 cen3 size1 size2 size3 sum peak volume Glon Glat Sigma_max Sigma_min Angle
13 37.99999999999838 87.99999999999898 49.00000000000001 37.999999859298754 88.00000018660052 49.30425215347721 2.422314011505939 3.6588775636723123 4.578018772290798 2158.3397329570716 3.3998816987031084 16011.038975991083 38.249879849182236 88.2500023434905 3.7028760000000003 2.3545716 348.5326
14 57.99999999999716 43.999999999998984 55.99999999999999 57.999999975055374 43.99999970423501 56.40711216232041 2.302893923766445 3.3919904582621663 3.472809985979752 2333.0169602870824 5.800466493331497 10890.043690318085 58.250389367980915 44.249994326824826 3.5534027999999998 2.0450916 201.3812
15 44.999999999998835 25.99999999999899 46.99999999999999 45.000000147529136 26.00000010556859 46.62383254273596 3.4464360772374096 2.4527355039493908 4.772680531013746 5902.883558780633 9.689980079987885 17708.525683356118 45.249693698101936 26.250000563825793 3.586068 2.2436568 290.7592
16 77.99999999999982 95.99999999999895 30.000000000000007 77.99999995312906 96.00000010675738 29.670712793485198 2.7399770915248762 3.350382184387924 3.0354557359846495 3131.7444116092533 7.466271222034344 11733.45346784629 78.25022939378896 96.24999449701596 3.5885076000000002 2.4197556 330.9939
17 104.99999999999847 38.999999999998984 75.00000000000001 105.00000013468348 38.99999981495662 74.8522560614609 3.3489742992162643 2.892414100969121 4.287113494230187 4866.323242614584 8.722691318421859 16055.430154896687 105.25022615420282 39.250001916526486 3.8862995999999996 2.1162731999999997 307.2291
18 80.99999999999979 17.999999999998977 58.00000000000001 81.00000000948961 18.000000286543568 57.56428161053102 3.123164378579935 2.8768892002192854 3.5249110810716213 3513.749114360868 7.449405114292286 13206.744442060188 81.24952929623369 18.25000290971903 3.506466 2.3948736 308.499
19 83.00000000000041 32.999999999998984 85.0 83.00000061632598 32.9999992048994 84.76800437150388 2.584206177554842 3.540073140471825 4.884161961176387 1353.4581613280084 2.0174313428104576 15705.509467380201 83.25042643288008 33.249999032121394 3.7172159999999996 2.3221884 203.0049
20 53.99999999999763 70.99999999999896 86.0 54.000000330990375 70.99999998640054 85.63128850422484 2.839820670258605 3.088770024179489 4.700337271889152 1216.7100656580008 2.113298945919876 13545.292922500988 54.250091246649646 71.24999712499584 3.6188256 2.1234876 220.0655
21 91.00000000000074 80.999999999999 90.00000000000001 91.00000027251222 80.99999997254348 90.09841963453292 3.6482050347185035 2.468835207906608 3.6021819190114686 4918.06006815425 9.662098037746865 14825.021819822692 91.2496227544598 81.2500001022678 3.6652008 2.4435516 262.5968
22 88.00000000000131 98.99999999999895 26.0 88.00000000303976 98.99999981402334 25.6714609075491 2.711472053713254 3.3897738548832206 4.7355327641721825 5068.9711424863535 7.931636057011534 18099.98815321184 88.2494028898973 99.24999361005524 3.6706811999999998 2.3170644 330.3621
23 97.9999999999976 22.999999999998977 27.999999999999993 98.0000001972306 23.000000176745147 27.568704359723927 3.714455692443306 2.562923741958651 4.5764347352917945 2009.2488629451423 3.0106724968221115 16521.509358176667 98.25041547014668 23.24999378367957 3.8266308 2.3922132 252.0747
24 79.00000000000108 83.99999999999896 101.0 79.00000060715313 84.00000068153055 100.612647455697 3.2660534541393798 2.7756043806713597 3.191502944764896 1353.7403850455653 3.413170604738107 9949.463708304616 79.24980894120102 84.25000367827585 3.7490892000000002 2.0773992 306.1557
25 39.999999999997726 62.99999999999896 24.000000000000007 40.000000063156335 63.00000006600353 23.793657350123123 2.2671944558998534 3.974267501289724 3.4456251476180855 3986.3389568834014 8.158923327062766 13901.03585728026 40.24941976981688 63.249993835047 3.9797447999999997 2.257554 183.6694
26 43.000000000002586 47.999999999999 97.0 42.99999988860657 47.999999760997966 97.07632393601048 2.655503490642909 3.4873497245278524 4.044544713980126 3296.590603277654 5.815303747526813 15460.592206845293 43.250187678815166 48.25000182852519 3.6542808 2.4206628 203.5212
27 100.00000000000152 75.99999999999896 86.0 99.99999955337374 76.0000002799054 85.57246411364885 3.5788667626480604 2.653841260747012 3.0231164826614867 1210.244840279676 2.942025141850371 10100.934285280618 100.24945021002644 76.24999930875056 3.8793564 2.1913128 242.1272
28 96.99999999999974 19.99999999999899 67.0 97.00000007563678 19.999999842259285 66.79435688214731 2.4310498789965127 3.7813757896770284 4.467911060869641 5476.33072301177 9.011910617842897 17559.881221184154 97.25029381522995 20.24999624513876 3.9280572000000005 2.1861492 199.0264
29 58.99999999999953 66.99999999999896 67.0 59.00000006486697 66.99999999538827 67.46952797431567 3.7442632210367965 2.1822180064721524 3.9449328666392343 3845.9017660169775 7.932840829830403 13738.614917599347 59.25052391016247 67.24999418714916 3.8384796000000003 2.0120112 284.9939
30 37.99999999999889 60.99999999999898 39.00000000000001 37.99999949551537 60.9999997576018 38.91805392593569 2.1798903275409756 3.489951446623844 3.453201893635928 1494.736533011649 3.6516382053705887 10420.780942803061 38.24974178214728 61.25000138394435 3.5261532 2.1208584 190.3199
31 103.9999999999981 59.99999999999898 46.00000000000001 103.99999986420528 59.99999994104273 46.32674313354628 3.3715104561755593 2.8423523978869936 3.510643721056222 4325.284288914809 9.652793900505728 13035.934084097496 104.25008183291477 60.25000332162143 3.8969328 2.0640768 306.2512
32 44.99999999999753 49.999999999999 51.0 44.999999949763804 50.00000005646501 51.1155664884505 3.226448470085243 2.5406157168165224 3.9473892246028077 3291.9301043693617 7.147872777811147 12885.344668156642 45.249896090934214 50.250001312959306 3.5403444 2.0810760000000004 300.6009
33 90.00000000000136 15.999999999998991 57.0 90.0000001498633 16.00000001094955 57.30663257220331 3.5117862037748617 2.344182949487835 4.967810068688518 6077.864420212116 9.858027422573738 17999.26536070162 90.24965943067646 16.24999895145872 3.6278784 2.1601944 251.8101
34 55.999999999997996 100.99999999999896 49.00000000000001 55.99999991013577 101.00000016728498 49.39176951910753 3.361387450096414 2.481865679021312 4.689124345722648 2473.058657869718 4.31587124409637 14969.534636916429 56.250320874632834 101.24999911380068 3.5880528 2.14116 244.1707
35 23.99999999999997 94.99999999999898 98.0 24.00000001034246 94.99999967925487 98.08199972501046 2.435334036309278 3.538477065505463 4.415449351748176 1483.2617096870897 2.4574348299367776 14497.140099367394 24.250294028618555 95.24999386557468 3.5430828 2.4286356000000002 356.0046
36 29.999999999999403 88.99999999999898 64.0 29.99999998941371 89.0000000508292 64.29624236206351 3.9146631711448885 2.3578733332005415 4.260256011860293 5106.728153451184 8.238825704518277 17646.527924097412 30.250409760180645 89.25000131078221 3.9239508 2.342388 274.933
37 41.99999999999952 66.99999999999898 72.00000000000001 41.9999998837356 67.00000012410979 72.35269904674094 3.3246500238825956 2.995132010902369 3.3319703998278625 3003.2797580060314 6.693761644201819 12407.110417888553 42.24961083408053 67.24999782773867 3.9178895999999996 2.1620340000000002 309.3907
38 51.00000000000051 79.99999999999895 72.00000000000001 50.99999909161161 79.99999925234286 72.25302844840277 3.5177481224319083 2.908609994657306 3.839590547186545 2699.1994573150873 4.850534284975663 14770.203332538762 51.25005861037266 80.24999788861712 3.9307644 2.3203212 303.5728
39 92.99999999999807 60.99999999999898 40.000000000000014 92.99999983044358 61.00000024533789 40.31604662382818 3.185695596818948 2.7724351737418274 3.140460588256574 2722.994480901411 7.000647377249796 10813.453828003556 93.25014711089283 61.249993795532546 3.6370188 2.1464556000000004 233.3076
40 30.999999999997726 35.999999999999 18.999999999999996 30.999999971609668 35.99999952712802 19.224975191325335 2.7102883892358074 3.2961956373253156 3.78892553451155 3216.6873589330494 6.796123439066701 13159.229050192886 31.250417415405252 36.24999710823125 3.6929184 2.1385056000000002 213.5946
