PIDENT peak1 peak2 peak3 cen1 cen2 cen3 size1 size2 size3 sum peak volume Glon Glat Sigma_max Sigma_min Angle
16 22.999999999995623 31.99999999999897 81.00000000000001 22.999999902438304 32.00000002800884 80.84967815568793 2.423035174286187 3.847102538377371 4.848377979054743 5356.965558592747 7.48904970293265 20172.271320850705 23.249867203610506 32.25000252748107 3.8507808000000003 2.4172428 356.8121
17 62.999999999999744 65.99999999999898 78.00000000000001 62.99999990128428 65.99999996443577 78.4640959642688 3.877232941017046 2.5361681337489657 3.815320322491982 5238.397284325648 8.91591641642986 16834.15482792647 63.249738106292696 66.24999842904995 3.921984 2.4664128 281.1829
18 38.999999999998124 32.999999999998984 69.00000000000001 39.00000000439357 32.999999971999316 69.48929603060108 2.5790026139517233 3.7087681720303705 3.9335241669252765 3187.409288509665 5.480991381710577 15599.869262364131 39.250156787038804 33.24999744724989 3.794274 2.4515124 343.9602
19 106.99999999999953 16.99999999999899 37.000000000000014 106.99999998193785 17.000000453469156 36.87741425364758 2.9298160376189375 3.2432271322775956 3.62108799371355 1823.8825648281404 3.812590953314072 12281.894463204213 107.2499629650413 17.24999712797758 3.7684619999999995 2.2138488 321.0092
20 105.0000000000011 73.99999999999898 17.000000000000004 104.9999991233581 73.99999897596807 16.803502968785335 3.352725373634447 2.933993133199894 3.147748032928464 2502.080165174828 5.908422087017988 11548.046012465893 105.250473826994 74.24999424478477 3.881142 2.1876767999999998 307.5877
21 35.99999999999912 31.99999999999899 75.00000000000001 36.00000000066149 31.999999977049058 74.54346469176733 3.735088701587306 2.7006109234693367 4.95530185918477 6434.551950357645 8.729589023756054 21113.065951568708 36.249808244295934 32.25000358534659 3.9522708 2.3714676 294.1356
22 18.99999999999781 98.99999999999898 81.00000000000001 19.00000032910154 99.00000016787597 80.87084956100708 3.9728494613967515 2.1903152169039353 3.9019098969369432 2549.238112385632 4.739923077662196 14232.026365555797 19.250394296802625 99.24999393238656 3.9728568 2.1903144 270.0759
23 52.00000000000088 79.99999999999899 61.00000000000001 51.99999976597098 79.99999969753603 61.40427808575836 3.133671276800925 3.020695088920741 3.430131997976125 3604.3979363293697 7.944579212108676 12794.863048799984 52.249593485398094 80.24999193446045 3.7434696 2.2205567999999998 312.8189
24 86.99999999999838 37.999999999999 71.00000000000001 86.99999996230359 37.99999982476549 71.37539697948307 2.4386375777474796 3.375574203394825 4.572165550518006 1236.928868573181 2.161611505630406 13474.188368731231 87.2498160098648 38.24999410810766 3.5162988 2.2309428000000002 201.2546
25 59.99999999999832 60.99999999999896 33.00000000000001 59.999999779265536 60.99999984767597 32.7344822238898 3.441036107534191 2.5791757911631055 4.791387456603442 2968.9529760961354 4.468852017607239 17391.222977197605 60.249904171734016 61.250003338407325 3.5016852 2.496216 254.692
26 66.000000000002 20.999999999998977 64.99999999999999 65.99999992343339 20.99999991799099 65.45920559806054 3.4243860277237976 2.7153440235389774 3.932247147986673 3458.5599238383643 6.746031069442185 14143.598523010947 66.25059185965836 21.250005221501993 3.8021399999999996 2.1548556000000003 301.843
27 35.9999999999994 109.999999999999 46.99999999999999 35.99999997066618 110.00000004302771 46.94672782864688 3.5216823893739533 2.236944532927626 3.7386350110170694 1544.2490240032726 3.3478387616127487 11624.778294727541 36.249704073265235 110.24999457573374 3.5490492 2.1933696 279.0787
28 96.0000000000012 13.999999999999005 18.999999999999996 96.00000000353585 14.000000067243732 19.19835049201524 3.9747168607827725 2.390001607704791 3.963998840187195 5045.69787284702 8.534841865899626 16957.782766032935 96.24967667672799 14.250000649699288 3.9947868000000004 2.356332 277.1281
29 32.99999999999889 16.99999999999899 46.99999999999999 33.00000007237938 17.00000035847951 47.24627726717022 3.149142440030844 3.1079480576026866 3.838418075179931 2386.9671929728697 4.752358326694527 13293.426668511502 33.250310539869304 17.249998061183675 3.8802959999999995 2.1259896 314.3137
30 57.99999999999942 56.999999999998984 48.0 57.99999994059915 57.000000096000534 48.045818897534936 3.6534104130610676 2.635862214678126 4.29470927066034 1870.9082199922693 2.9366644547428087 15753.714455086132 58.24982736686306 57.25000281311757 3.7559400000000003 2.4876072000000002 251.9715
31 56.00000000000077 52.999999999998984 103.99999999999997 56.00000011520146 53.00000012824446 103.67583494998631 2.5353407272082493 3.7404926879724867 3.5331268969537084 4872.207910749066 9.289500617734797 15142.734756091992 56.24972010814467 53.24999790269536 3.7755228 2.4829068 349.6224
32 39.999999999997385 90.99999999999899 42.0 40.00000009632137 91.00000002140396 42.27896800185263 2.4139168798165067 3.666282683126262 4.043478706730011 4058.8568093576678 7.170564403057487 15840.614858815557 40.249723079254096 91.25000275901434 3.6699768 2.408316 183.4186
33 67.00000000000176 95.99999999999899 82.0 67.00000025381593 96.00000001180311 81.57654590642655 3.6027119938393786 2.5248218721506435 3.5446425417289507 3315.221823080393 6.841438885740788 13408.806842440661 67.24968140667355 96.24999368903897 3.7496304 2.3009939999999998 290.5638
34 83.9999999999993 15.999999999998991 46.99999999999999 84.00000011719858 16.000000179568715 46.704857414049165 2.7723483910582467 3.2334762879753924 4.244198442159404 3259.314129790755 6.1893366831268875 14430.505643397186 84.25051953193964 16.250001593098375 3.6978576 2.1136331999999998 323.7614
35 88.99999999999822 44.999999999998984 54.0 89.00000009431392 45.000000041358064 53.81129409176938 3.9137354731444645 2.404473037792729 3.2675760734212345 4649.070780786563 9.616082186154696 14083.221264591735 89.25026829280554 45.24999699538658 3.9329148 2.3729868 262.9062
36 78.00000000000132 75.99999999999898 67.99999999999999 77.9999999960841 76.00000001566693 68.43787393698584 2.4381368354722364 3.86880276404183 3.9800936607261126 5323.644756499637 8.965108503403366 17073.419362835877 78.24991664526895 76.25000217550317 3.8849123999999997 2.412474 353.3552
37 85.9999999999987 31.999999999998998 81.00000000000001 85.99999995219979 31.999999995711214 81.46239476209342 3.4123136483189067 2.486436359430507 4.948585523478872 4835.559634997379 7.739364603107501 17628.93668138384 86.25031893750092 32.24999334543267 3.5967995999999998 2.211186 293.64
38 54.999999999997655 27.999999999998984 75.00000000000001 55.00000011326806 27.99999977122657 75.23143048137176 3.883063783113106 2.4708286804841535 4.774093489087777 4552.995605712864 6.292674638709732 19931.986756759285 55.250148909836014 28.24999952581065 3.8934659999999996 2.4544691999999997 275.4045
39 101.00000000000003 21.99999999999899 96.00000000000001 100.99999987789913 22.000000028875107 95.53353068288318 3.3379200869201164 2.370343423212819 3.30315367777311 2062.318295482275 5.289526226963716 10380.491742214559 101.25039362732362 22.250001756399413 3.5121684 2.1035687999999997 292.8648
40 73.99999999999933 90.99999999999896 89.0 74.00000040132146 91.00000030975387 88.75765985928125 2.7509728085476706 3.330825631099396 4.733605652733075 3594.2447175023317 6.124332873293083 16073.828894102546 74.2499956590839 91.24999617902205 3.7979436000000004 2.0586804 325.1391
